epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.2905455231666565,-0.15369279810973202,6381.704447090508,381.6340747614034,43.01817478350616,0.6300123189438067,0.4817440671948932,0.32601685944795283
2,0.12684385478496552,-0.031251698046743215,6033.5641499540825,390.328185209554,36.55639580172219,0.5955400955926466,0.503686696405007,0.35431051146928166
3,0.11222174018621445,-0.005138719200030728,5956.684495946028,366.49154334498087,35.61581148314337,0.632369904662022,0.48020676196641415,0.32739537414157743
4,0.10473737865686417,0.00540540839423298,5925.358656341718,376.5878947832235,34.80353113309083,0.6136113447431117,0.4923057702452526,0.3412117722786521
5,0.09970872849225998,0.007100757744855413,5920.306428274419,365.6260228313192,34.223210197661665,0.6356353831571169,0.478069283828394,0.32639237118248976
6,0.09665880352258682,0.008258168233480911,5916.854807748584,355.9049392603556,35.92107628254676,0.6503513325292744,0.46831566122036694,0.3149717436750809
7,0.09346714615821838,0.009718899493752042,5912.49575008746,358.47142698048907,41.14541736848803,0.6479581843679618,0.46991560665001886,0.3198476358995971
8,0.09156222641468048,0.00936687477421494,5913.546542494337,350.62540199757893,37.83082353746002,0.6588792019752387,0.46256933871726486,0.31002847983912113
9,0.09073689579963684,0.00803044457186497,5917.53408256582,356.7558820745341,35.542878679073446,0.6587763415623328,0.46263907425847284,0.3113373380948856
10,0.09024444967508316,0.009319989597601386,5913.686480472649,349.64410630727133,36.54019520659747,0.6610959291663182,0.461063917014726,0.3084669867672466
