epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,1.153245449066162,-7.182982004037653,16996.026293965882,2086.894684776713,278.5811142176621,-0.38563582392730633,0.9322819894861113,0.6620712747638834
2,0.2321188598871231,-3.516285846837566,12626.48034727274,1048.9326289216106,103.44187413359435,0.13595803611081114,0.7361904179126241,0.5353222936168937
3,0.19874076545238495,-2.541917974211518,11181.777492295136,813.8696140610758,85.6129691905404,0.2998828560797978,0.6626864627954825,0.47467787952427104
4,0.17620322108268738,-1.1916277199526335,8795.792767685154,592.0772470162964,68.54989476727637,0.43890091585646707,0.5932565238413462,0.41746960779833314
5,0.15738074481487274,-0.3355274246367326,6866.22453793299,439.36711384450274,56.42578783811321,0.5350897715557417,0.5400168278221399,0.3734403667441501
6,0.14674821496009827,-0.19910966654984064,6506.10470533996,403.2948495578003,50.97485278556736,0.5723297361359507,0.5179373973146609,0.35582695721111574
7,0.14124372601509094,-0.1628475550004147,6406.974393867898,391.9385105517578,48.86338709321744,0.5887652030929642,0.5078876712192242,0.347162030697248
8,0.13673150539398193,-0.134349153950863,6327.978165809692,386.0884284833781,47.60031174594738,0.6003084736429747,0.50070878745868,0.3411498658858654
9,0.1329343467950821,-0.046921837542210465,6079.23211317604,373.19463340942383,45.41884515212654,0.6107990852516391,0.4940941011007919,0.33561933962400803
10,0.12954722344875336,-0.03411774766546949,6041.942558507229,368.43373681427,44.04503758046282,0.6193975025932756,0.4886057343722271,0.3314241845793184
11,0.12683576345443726,-0.019095151455035708,5997.896453817088,364.3168082418823,42.62508251951098,0.6272907154388501,0.4835126585780707,0.32742870792763323
12,0.12415260076522827,-0.000341085253465101,5942.451547659005,361.1389159925334,41.3477608198548,0.6331062911703484,0.4797255785125615,0.32481429881288076
13,0.12210608273744583,0.0066025540397338656,5921.791548099679,358.8907076460775,40.27954312829524,0.6373139940361552,0.4769667910780136,0.3230406977503642
14,0.12077102810144424,0.008159892500341104,5917.1479630944705,357.1765739694214,39.88432135814362,0.6412679930345988,0.47435972259316617,0.32096983323343564
15,0.11942129582166672,0.008943613573850429,5914.809728351959,355.6968561609904,40.01175170508391,0.6434931954820423,0.47288621539097403,0.31959184225874
16,0.11836379766464233,0.008945798656171067,5914.80320785854,355.3546253611755,39.07504046038948,0.644985040370686,0.47189575397997685,0.318936537952837
17,0.11733786016702652,0.009096114782906839,5914.354632986096,354.2554304837036,38.9797371989009,0.647277143380008,0.4703699236449111,0.3177194776214439
18,0.11679880321025848,0.009140484120024661,5914.222219067828,353.5766266644796,38.67414618410475,0.6489103897147448,0.4692796607000091,0.316657923373366
19,0.11560399830341339,0.009229031402024135,5913.957953551625,352.45987925944013,38.666516233130096,0.6511223972836063,0.46779899830398536,0.31540756704531486
20,0.11503772437572479,0.009195848122936279,5914.056988989863,351.98305182291665,37.79611434336427,0.6530260110987339,0.4665210046811137,0.3145073177641121
