epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.398639053106308,-1.8208637198119524,9978.89950277651,696.4943423873901,75.35742477029683,0.3777872059602718,0.6247297837227146,0.4472961325261874
2,0.18711894750595093,-0.4303296130106098,7105.745707126425,452.24402888183596,55.53763378976186,0.5332313065346098,0.5410951020306604,0.3765961882984115
3,0.16954860091209412,-0.31124807457654335,6803.525674166422,421.28408344665525,54.937912233111696,0.5497751341530404,0.5314194939051724,0.3653970626904884
4,0.16363659501075745,-0.26641899448679784,6686.214485526483,413.04223847829184,53.70637039270544,0.5555508447780804,0.5279998331834044,0.36262326103852666
5,0.15261784195899963,-0.09224464889341166,6209.427477036748,380.04419002360027,43.08058531079513,0.6206498145477808,0.48780123234560524,0.33300936380095747
6,0.14352595806121826,-0.043826407247398835,6070.238237588097,384.39129694361367,39.48527198131373,0.6163191310165093,0.49057771417341434,0.34057179214799876
7,0.13985134661197662,-0.051786776164695514,6093.340526782488,376.18375822809855,40.58366777440514,0.6291872229331545,0.48228092797544847,0.33030596572535154
8,0.13616496324539185,-0.040266576417063105,6059.878528238916,374.562027007548,39.71143098564268,0.6300095313475153,0.48174588199240465,0.3302448130048596
9,0.13309574127197266,-0.047844875906723816,6081.911457502286,371.6667974124654,41.55906516104569,0.6338805485111523,0.4792191277245566,0.32619452878228256
10,0.13015323877334595,-0.04571854886456661,6075.737499716348,371.94064882507325,40.60575234357368,0.634526373837255,0.47879627603966235,0.3264519258984094
11,0.12729765474796295,-0.037979849227987694,6053.214412998638,367.748224761556,41.100115989194336,0.6383787101028197,0.47626617477324446,0.323015264375703
12,0.12365105748176575,-0.014864763666292413,5985.434509158836,372.3512730340576,38.19931165839894,0.6307056246470892,0.4812924946984113,0.33032989534588153
13,0.12072757631540298,-0.043501199863948736,6069.292563066642,370.06007650690714,40.037639370286364,0.6433664282045545,0.4729702827486031,0.32042478216322373
14,0.11850111931562424,-0.03221176615465415,6036.372041062814,363.6640929868062,38.585984013284914,0.6450145202983202,0.47187616080353517,0.3196041998485096
15,0.11680693924427032,-0.042988184515875494,6067.800459837538,381.4343391207886,41.259149193026765,0.640799416590032,0.4746694262879786,0.3232435491020736
