epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.6114514470100403,-4.5441412746640255,13989.710920171927,1251.0884387545777,118.08141863072869,0.06343328878278043,0.766464600364126,0.549292399036707
2,0.17750924825668335,-2.2700993189899963,10744.150121966994,758.7792888602702,80.23204584399525,0.34780197363701915,0.6396059319596773,0.4552968039883138
3,0.14199258387088776,-0.5307450875967019,7350.942632003284,469.25484536509197,54.83721118449265,0.5429778553640328,0.5354160241337634,0.3700813104576709
4,0.11875597387552261,-0.27008140506354716,6695.875578768094,397.8622142027791,46.097448635296196,0.6071755187173222,0.4963888476324252,0.3376598246640919
5,0.111214779317379,-0.20325731216884235,6517.34709743598,384.48899768707275,43.32801303850075,0.6247631923601991,0.4851493558026472,0.32790822511343565
6,0.10725084692239761,-0.1443791270571091,6355.892749001274,376.4798495527649,41.43191676380687,0.6343116346892385,0.47893691711288416,0.32349480918350676
7,0.10461417585611343,-0.061671708311440865,6121.906867900357,368.3258318040975,39.756251199670295,0.6394099653691929,0.4755865927407213,0.32128122717218816
8,0.10228956490755081,-0.046953312627401766,6079.323496746263,362.0983416653951,39.81236200956793,0.6470497072630756,0.4705215467499091,0.3162754447545793
9,0.10074350237846375,-0.010273903774273174,5971.8812565413145,357.98284257303874,37.99506894510659,0.6503046181627523,0.4683469445353282,0.31493452754896845
10,0.09949152916669846,-0.004517154668158385,5954.842443548061,355.0219421735128,37.2876770816547,0.6550554867139189,0.4651546464496087,0.31215745161966746
11,0.09824790060520172,0.004694426748170666,5927.476136507131,353.34097483500165,36.66545614278578,0.6564794253831259,0.46419356919245985,0.31129240360796245
12,0.0973300188779831,0.006548731788673212,5921.951967192625,351.0233057993571,37.117671248903896,0.6607769087131179,0.46128087253980105,0.3092772787161375
13,0.09662464261054993,0.006900223851911358,5920.90425437086,349.8277927733358,36.728410888359605,0.6627470142304661,0.45993943186343944,0.30780263433030536
14,0.09578708559274673,0.008075296860042935,5917.4002992542255,349.1176882842509,36.058478895397535,0.6637545180563572,0.4592519103941667,0.30721208584778315
15,0.09530789405107498,0.008131092590931699,5917.233870130777,348.06903304194134,36.043568322526944,0.6658775515519644,0.4577997702866054,0.30604122280162593
16,0.0945960134267807,0.008296478117961525,5916.740525883084,347.2283706874593,35.75262593244663,0.6669329157246651,0.4570761918508585,0.3050816083010976
17,0.09414558112621307,0.008594995031755759,5915.8499471874675,346.88977546681724,35.022978905527594,0.6677874822203583,0.4564894438853828,0.3046543640998812
18,0.09368371963500977,0.0085878700632811,5915.871204982432,349.39440112724304,33.93219593947743,0.6653116175189404,0.458187315115622,0.30643764774908183
19,0.09323666244745255,0.008944583683427543,5914.806833453623,346.0271710574341,34.22051873596808,0.669178289214017,0.4555328956493541,0.30364297089259173
20,0.09270293265581131,0.008793780732789247,5915.256826652487,346.5972975987498,33.715623637912394,0.6679832535377319,0.45635492049317994,0.30420356658288816
