epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.4025219976902008,-1.835958595819343,10005.563193683674,695.3876379847209,75.04127013387456,0.37253012102980687,0.627363408047436,0.45124468642593024
2,0.1877690553665161,-0.43674898636707016,7121.673283873894,452.31480549479164,55.39739005622697,0.535382135975674,0.5398470030621951,0.37532329049415025
3,0.16564270853996277,-0.1409318802611168,6346.312507812704,385.8721355581665,46.645227865060356,0.6056434540871485,0.4973558949574496,0.33812193657682016
4,0.15182386338710785,-0.05321851902922625,6097.486390812023,374.54811373881023,41.740622925365386,0.6287739627630283,0.48254959724869195,0.32892935340865104
5,0.14561377465724945,-0.013659428041651545,5981.879059658179,369.21938474054974,39.831605261253124,0.6350480262300497,0.4784544532741606,0.32689804706565795
6,0.14142563939094543,-0.013411451977116462,5981.14732791563,376.0671665372213,37.713201877266464,0.62606417780196,0.4843075936517791,0.3348601508385256
7,0.1379394680261612,-0.010027045269143331,5971.151603058046,369.8196170685323,38.49457310509893,0.6357659273288357,0.4779836350760591,0.3273492212379597
8,0.1343153864145279,-0.014951932862236506,5985.6915553827275,367.3623033456421,38.42143952527149,0.6389289878715241,0.4759036705841129,0.32488026866811087
9,0.13133780658245087,-0.03242994989035264,6037.009976346683,366.2710476446533,39.52784203347707,0.6415265882071983,0.47418871854787276,0.32244119995187226
10,0.12837304174900055,-0.021755443566978894,6005.719941644779,368.20614778956093,38.71825527883351,0.6387446183981993,0.47602515764389985,0.3248355499301376
