Delta_R2__EA_minus_Phase1NN,Delta_MAPE__EA_minus_Phase1NN,Delta_RMSE__EA_minus_Phase1NN,Delta_MAE__EA_minus_Phase1NN,Runtime_Increase_sec,Evaluation_Increase
-0.026112295291025545,3.7526089544267975,36.692076274011015,12.646276704418824,,130.0
