Metric,Mean,CI_2.5%,CI_97.5%,Statistically_Supported
ΔR² (EA - Phase 1 NN),-0.026022021992960772,-0.08920515050054545,0.0004591214211979277,False
ΔMAPE (EA - Phase 1 NN),3.7508436577744004,3.6182489024561937,3.8814648696483474,False
