model,rmse,mae,r2,mape
Baseline_Ridge,3238.718724075693,488.9868740883382,-0.007728193462306576,0.6765674390125448
MLP_NN,3179.9919037262616,348.60575570164997,0.02848620113102296,0.36165966574396136
