epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.6037229895591736,-245.74628198847302,9545.781835009804,934.686312749955,83.93612314937342,0.07458391404813702,0.69355845804735,0.5252466410469994
2,0.1952093541622162,-13.8807691391817,2344.2227987951032,344.0760490283114,46.888801871145944,0.4999959130720776,0.5098017563146782,0.3917063382172221
3,0.1558830738067627,0.46908262168936954,442.7918986657896,245.97740336246164,36.53262723715465,0.6340648901405179,0.43613063150936376,0.3330704952616007
4,0.14314545691013336,0.6315637731170609,368.86492357164025,232.38958573779908,34.49897927860545,0.6596724274125947,0.42059404390006616,0.3194771324974014
5,0.1349153220653534,0.6841305471293413,341.53876989312545,224.44541246195035,34.24825440313632,0.6737263396457076,0.41181822066226376,0.310784689698768
6,0.12865592539310455,0.6956381589924466,335.25965751113523,221.27127138763746,33.22198010112403,0.682215670522067,0.40642535056222556,0.30606491217742154
7,0.12394613772630692,0.7054883719074243,329.7899517167863,219.67115681232175,33.346486920947285,0.6855170243261914,0.4043087313201207,0.3036133082027071
8,0.12069624662399292,0.702734170956188,331.3284208567061,217.63755123209364,31.320871353836765,0.6907220792074905,0.4009488837636565,0.3006461599256476
9,0.11720651388168335,0.7118637108903274,326.2009151732623,215.86559697603013,31.73205843375283,0.6943991155397586,0.3985582962143909,0.2982261154975055
10,0.11459515988826752,0.7087255191296327,327.9724879035183,214.9861792231734,30.701705686825527,0.6969070900819779,0.39691950298617756,0.29643849215068885
11,0.11216781288385391,0.7161956186237478,323.7395388418791,213.0856424329981,31.185190660046747,0.7006315251818638,0.3944732721850823,0.29400805360264265
12,0.11008001863956451,0.7196040794082575,321.78962768669277,212.30325187782813,31.224197860874604,0.7018687891184487,0.3936572662848015,0.29292470942153426
13,0.10810460895299911,0.7194911508233599,321.85442104935936,211.03048871614405,30.456995272797766,0.7048450310185539,0.39168739872094877,0.2909663037236587
14,0.10596539825201035,0.7171898063283363,323.17199961783945,211.2344996490969,30.01247399698017,0.7043486978950736,0.3920165915012378,0.2909667254106509
15,0.10413884371519089,0.7140199720732164,324.97806462259325,213.88802446173563,31.34714981016233,0.705162088087263,0.39147696582954455,0.291413844667634
