epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.4668479859828949,-191.31291086767294,8427.33807351672,768.2044484274893,74.10410387617178,0.2168798048952345,0.6380118749618942,0.47991139674503175
2,0.1599847972393036,-0.6364329890623426,777.3834826638968,264.4948699602939,38.17305597949011,0.6111623249965878,0.449571445304608,0.3445138352180703
3,0.12220501899719238,0.6600962930193537,354.29428451394284,227.54240311766196,32.65646846349428,0.6736779038975056,0.41184878700248717,0.3122206135290445
4,0.11318831145763397,0.6912556733767663,337.6647214609172,221.3740101094182,32.528617363591906,0.6851254132914375,0.40456038643779957,0.3045012332761797
5,0.10758593678474426,0.7076101495623299,328.5998360368154,217.33049693961186,32.04944966028368,0.6914617028310146,0.4004691715764434,0.3000998296582325
6,0.10338970273733139,0.7112245311343498,326.5625244647451,214.75717558848532,30.80750562379765,0.6982687453309453,0.3960269121476596,0.2956541726709877
7,0.09952456504106522,0.7163473336904057,323.6529955487218,213.40451050827994,31.09537467199636,0.7027255612363815,0.3930912114372563,0.2931061384499388
8,0.09647959470748901,0.7146771447603686,324.60445541807553,212.40627802369218,30.60644936407365,0.7071232515019824,0.3901728064243728,0.29023545138648743
9,0.09400869905948639,0.7232382723335933,319.6974795206168,211.63564380833265,31.464417833566362,0.7094062805050544,0.38864909623224364,0.2893257050564547
10,0.09190747141838074,0.721628363832834,320.6259630058241,209.62821540780325,30.12159412280996,0.7140903364897382,0.38550406991925057,0.28608581624629553
11,0.09033570438623428,0.7262651709726268,317.94443310963703,207.6709237115824,29.653580775759643,0.7160707296243949,0.3841666260608507,0.28453177601579965
12,0.08861059695482254,0.7218388461906833,320.5047242342765,208.01343424024043,29.2428724130592,0.7168990531185205,0.38360584085715455,0.28371726411883386
13,0.08762035518884659,0.7221391657563626,320.3316593892048,209.31226334550658,30.02171907402371,0.7171321625378965,0.3834478750303542,0.28454376136841386
14,0.08640056103467941,0.7254650831240297,318.40874718298414,206.98018441378338,29.128170856498727,0.7188359865019318,0.38229130228125086,0.2827961908691437
