epoch,train_loss,val_r2,val_rmse,val_mae,val_mape,val_r2_log,val_rmse_log,val_mae_log
1,0.40879908204078674,-18.940682486741284,2713.6648231987283,398.21477568086976,49.04166332656095,0.4338157500325337,0.5424921300683202,0.4255455250331449
2,0.19182950258255005,0.5537369661708789,405.95851260074386,257.06468072703404,33.3029494087818,0.624146969843691,0.4420013320610167,0.34364493065325874
3,0.16690801084041595,0.6082263289518597,380.3678650016688,236.98764096285865,33.79086341171069,0.6696617921007206,0.41437538993063444,0.31471530449532575
4,0.15369084477424622,0.6171518154576205,376.0100837071794,237.8662190812733,31.786302861719918,0.6650654086852434,0.417248276700322,0.3180311668830731
5,0.14468587934970856,0.6127693810190571,378.15603963822514,243.73070154698695,32.028073740831,0.6494686685031119,0.4268526397053997,0.32729904805473
6,0.13724090158939362,0.6258393278486691,371.7194315799046,239.89914892999707,31.84666781370661,0.6578261504743207,0.4217333620456708,0.3227027669602345
7,0.13163815438747406,0.6449195583942211,362.1175484328919,231.64060757000087,31.820126667802484,0.6743066632953545,0.4114518193175376,0.3124052098599585
8,0.1274183988571167,0.6329163447532895,368.1872283100367,237.04940880457514,33.73964537467383,0.6644255812062617,0.4176466224436943,0.3174956609027103
9,0.1240130364894867,0.6644107141682627,352.0385627765062,227.6896802920001,31.21005926886418,0.681219807249559,0.40706167438974594,0.30808103095802497
10,0.12073414027690887,0.5858358544488989,391.0861583885796,235.8710338937034,33.76373830673533,0.682687225342727,0.4061236947448307,0.30611045078297305
11,0.11827727407217026,0.6107095599928334,379.1604806756571,241.4593778665753,30.173803852945515,0.6587283085664885,0.4211770347882982,0.3212534007308933
12,0.11542600393295288,0.6593360736158762,354.6902657166622,227.16858138657045,29.816866257192125,0.6815337836163268,0.4068611612549431,0.3067481196949431
