trial_id,epoch,train_loss,val_rmse_log
12,1,0.8975632190704346,0.829509437084198
12,2,0.2108125388622284,0.7109519839286804
12,3,0.18435847759246826,0.6400064826011658
12,4,0.16408671438694,0.5648207664489746
12,5,0.1453855037689209,0.5117907524108887
12,6,0.1356431096792221,0.49594417214393616
12,7,0.13024947047233582,0.4870450794696808
12,8,0.12711511552333832,0.4815279543399811
12,9,0.12471350282430649,0.47898203134536743
12,10,0.12253604084253311,0.4764515459537506
12,11,0.12091222405433655,0.4744984209537506
12,12,0.11894077062606812,0.47419655323028564
12,13,0.11736556142568588,0.4729144871234894
12,14,0.11616373062133789,0.47278857231140137
12,15,0.11498662084341049,0.47236546874046326
12,16,0.11399538815021515,0.4703902304172516
12,17,0.11310657113790512,0.47002601623535156
12,18,0.11220666021108627,0.4708528220653534
12,19,0.11126428842544556,0.46755626797676086
12,20,0.1098819226026535,0.464441180229187
