trial_id,epoch,train_loss,val_rmse_log
10,1,0.6451842188835144,0.7484229803085327
10,2,0.18919304013252258,0.5876786708831787
10,3,0.15804632008075714,0.5297678709030151
10,4,0.14649538695812225,0.5051753520965576
10,5,0.1355838179588318,0.48523423075675964
10,6,0.128829225897789,0.4776962399482727
10,7,0.12549053132534027,0.4738868474960327
10,8,0.12282077968120575,0.4696502983570099
10,9,0.12072882056236267,0.46679461002349854
10,10,0.11909514665603638,0.4642677903175354
10,11,0.11737789213657379,0.4635891318321228
10,12,0.11569064855575562,0.4624214172363281
10,13,0.11376573890447617,0.45925265550613403
10,14,0.112300343811512,0.46013057231903076
10,15,0.11102145910263062,0.4615713059902191
10,16,0.1096603125333786,0.45843982696533203
10,17,0.10830334573984146,0.45723986625671387
10,18,0.1072688028216362,0.4544872045516968
10,19,0.10602302104234695,0.45524322986602783
10,20,0.10499206185340881,0.45437970757484436
