trial_id,epoch,train_loss,val_rmse_log
18,1,0.5800155997276306,0.742195188999176
18,2,0.18849943578243256,0.6030523777008057
18,3,0.1518745720386505,0.5041898488998413
18,4,0.13487504422664642,0.4852587878704071
18,5,0.128657266497612,0.4787719249725342
18,6,0.1244530901312828,0.47353097796440125
18,7,0.12111745774745941,0.4700300395488739
18,8,0.11875423043966293,0.46568959951400757
18,9,0.11642792075872421,0.4649747610092163
18,10,0.11444538086652756,0.46237871050834656
18,11,0.11288002133369446,0.4609988033771515
18,12,0.1113300547003746,0.46191421151161194
18,13,0.10939390957355499,0.4583437144756317
18,14,0.10785342752933502,0.4596472978591919
18,15,0.10661385953426361,0.4542995095252991
18,16,0.10519908368587494,0.45572444796562195
18,17,0.1038380041718483,0.45386484265327454
18,18,0.10266793519258499,0.4543340802192688
18,19,0.10152053833007812,0.4529421627521515
18,20,0.10037097334861755,0.4526217579841614
