trial_id,epoch,train_loss,val_rmse_log
5,1,0.3907237648963928,0.6630569696426392
5,2,0.13414917886257172,0.4960039556026459
5,3,0.11091011017560959,0.47933122515678406
5,4,0.10490598529577255,0.47099563479423523
5,5,0.10128361731767654,0.466459184885025
5,6,0.09898034483194351,0.4627208113670349
5,7,0.09746385365724564,0.46065816283226013
5,8,0.0958581268787384,0.45795437693595886
5,9,0.0945909395813942,0.45697107911109924
5,10,0.09340954571962357,0.4559474587440491
5,11,0.09256596863269806,0.45471277832984924
5,12,0.0917738750576973,0.4575660526752472
5,13,0.09083133935928345,0.4528164565563202
5,14,0.09017078578472137,0.4517567753791809
5,15,0.08917796611785889,0.45157167315483093
5,16,0.08863219618797302,0.45004338026046753
5,17,0.08807206898927689,0.4531877636909485
5,18,0.08730878680944443,0.451577752828598
5,19,0.08664865046739578,0.4505525827407837
