trial_id,epoch,train_loss,val_rmse_log
16,1,0.4061867892742157,0.6509428024291992
16,2,0.12953327596187592,0.49035754799842834
16,3,0.10914639383554459,0.47605064511299133
16,4,0.10409361869096756,0.46941471099853516
16,5,0.10106733441352844,0.46445879340171814
16,6,0.098692387342453,0.46140387654304504
16,7,0.09701351821422577,0.45825716853141785
16,8,0.0956263467669487,0.4570661783218384
16,9,0.09422949701547623,0.45758169889450073
16,10,0.09339932352304459,0.45486822724342346
16,11,0.09225945174694061,0.4551181495189667
16,12,0.09137878566980362,0.4526844918727875
16,13,0.09071044623851776,0.45342713594436646
16,14,0.08978760242462158,0.4528161883354187
16,15,0.08911774307489395,0.4531533122062683
