trial_id,epoch,train_loss,val_rmse_log
1,1,1.782774806022644,1.2963200807571411
1,2,0.3204745352268219,0.8237261772155762
1,3,0.2712339162826538,0.7576214671134949
1,4,0.25265705585479736,0.7123329043388367
1,5,0.23788832128047943,0.672126293182373
1,6,0.22442412376403809,0.6307334899902344
1,7,0.21178990602493286,0.5830838680267334
1,8,0.199335515499115,0.5423117280006409
1,9,0.19075308740139008,0.5201212167739868
1,10,0.1846788078546524,0.5085502862930298
1,11,0.18027709424495697,0.4991079866886139
1,12,0.17655609548091888,0.4944126009941101
1,13,0.1740587204694748,0.48929929733276367
1,14,0.17172327637672424,0.485295832157135
1,15,0.16944299638271332,0.48395994305610657
1,16,0.16709724068641663,0.48158353567123413
1,17,0.16485141217708588,0.47968071699142456
1,18,0.16231311857700348,0.47822436690330505
1,19,0.15983827412128448,0.47684621810913086
1,20,0.15810073912143707,0.4736691415309906
