trial_id,epoch,train_loss,val_rmse_log
14,1,0.3978935182094574,0.6381805539131165
14,2,0.12757274508476257,0.49320438504219055
14,3,0.11047714203596115,0.4775387644767761
14,4,0.10485026985406876,0.470096230506897
14,5,0.10163869708776474,0.4658992886543274
14,6,0.09929703176021576,0.4654054045677185
14,7,0.09766435623168945,0.4605553150177002
14,8,0.09604395925998688,0.4585689902305603
14,9,0.09458035975694656,0.4608989357948303
14,10,0.09333080053329468,0.45714110136032104
14,11,0.09227138012647629,0.46213531494140625
14,12,0.09129675477743149,0.4553550183773041
14,13,0.09038370847702026,0.4538232088088989
14,14,0.08961568772792816,0.45211195945739746
14,15,0.0888959988951683,0.4526256024837494
14,16,0.08816978335380554,0.45265260338783264
14,17,0.08746211230754852,0.45193585753440857
14,18,0.0867549255490303,0.45225533843040466
14,19,0.08654139190912247,0.44969114661216736
14,20,0.08591102808713913,0.45202749967575073
